country,year,disease_name,disease_category,prevalence_rate_pct,incidence_rate_pct,mortality_rate_pct,age_group,gender,population_affected,healthcare_access_pct,doctors_per_1000,hospital_beds_per_1000,treatment_type,average_treatment_cost_usd,availability_of_vaccines/treatment,recovery_rate_pct,dalys,improvement_in_5_years_pct,per_capita_income_usd,education_index,urbanization_rate_pct,outlier_mortality,disease_burden_score,mortality_prevalence_ratio,risk_level,health_infra_index
Mexico,2000,Tuberculosis,Viral,4.5,0.33,6.01,36-60,Other,114621,94.9,2.36,6.17,Therapy,31362,Yes,54.12,4649,8.8,51268,0.88,52.79,False,125732.20499999999,1.3352588313708063,Medium,4.265
Argentina,2006,HIV/AIDS,Cardiovascular,13.73,0.5,3.4,0-18,Other,757150,91.56,4.91,6.4,Vaccination,9655,No,97.27,1413,2.76,14798,0.66,44.15,False,65961.666,0.24761488602432452,Medium,5.655
India,2014,Cancer,Respiratory,15.02,8.2,4.03,36-60,Other,615951,64.19,3.17,4.13,Vaccination,27118,Yes,73.53,4021,3.07,14065,0.45,56.38,False,243393.5426,0.26829105918380936,Medium,3.65
Turkey,2009,Hypertension,Bacterial,15.86,2.56,5.3,19-35,Other,687594,86.44,2.89,9.75,Vaccination,44334,No,72.49,4187,2.81,15802,0.67,26.15,False,351950.84599999996,0.334152953786016,High,6.32
Mexico,2012,Asthma,Cardiovascular,11.79,8.26,7.29,19-35,Female,61591,85.62,3.26,1.14,Vaccination,22417,Yes,60.53,2804,5.25,43078,0.73,84.34,False,241001.27639999997,0.6182681706386227,High,2.1999999999999997
Indonesia,2021,Cancer,Cardiovascular,10.09,14.06,3.96,19-35,Male,709435,92.67,3.87,2.47,Vaccination,25748,No,63.62,4968,3.58,86658,0.9,28.78,False,198503.3952,0.39242889703696365,Medium,3.17
Canada,2012,Malaria,Metabolic,15.45,6.25,4.3,61+,Female,273280,90.06,1.11,1.29,Surgery,40519,Yes,94.98,737,4.5,32364,0.77,52.79,False,48962.594999999994,0.27829913921429034,Medium,1.2000000000000002
South Africa,2003,Tuberculosis,Autoimmune,10.59,3.45,9.7,61+,Other,337822,87.52,1.84,4.43,Vaccination,23796,No,67.53,3769,3.49,99886,0.78,27.79,False,387162.98699999996,0.9158719667642338,High,3.135
Argentina,2005,COVID-19,Parasitic,3.87,9.03,6.49,0-18,Male,278159,51.27,3.0,7.3,Therapy,36115,Yes,85.51,474,1.34,50427,0.43,85.79,False,11905.1262,1.6765693619219841,Medium,5.15
Japan,2017,Dengue,Neurological,9.57,3.19,2.02,36-60,Male,360033,95.79,0.57,5.14,Medication,33182,No,82.73,1842,9.45,76105,0.41,65.09,False,35608.4388,0.21105422630864068,Medium,2.855
France,2015,Influenza,Cardiovascular,12.29,4.91,4.09,0-18,Female,273807,73.16,4.3,3.49,Therapy,47689,Yes,66.69,1164,6.09,83763,0.8,84.42,False,58509.740399999995,0.33276381091855833,Medium,3.895
Russia,2010,Tuberculosis,Neurological,12.29,5.33,6.42,36-60,Male,591566,89.36,1.86,3.22,Surgery,29419,No,65.42,550,6.14,63185,0.73,36.2,False,43395.99,0.5223334146936783,High,2.54
Saudi Arabia,2008,Asthma,Chronic,3.3,3.01,1.63,19-35,Male,264928,53.39,2.93,7.79,Medication,6636,No,97.64,1597,2.78,12605,0.78,69.25,False,8590.262999999999,0.49378976067858227,Low,5.36
Indonesia,2004,Leprosy,Cardiovascular,7.46,6.83,4.98,19-35,Male,254248,54.76,4.85,6.43,Vaccination,21519,No,75.07,406,0.7,33233,0.48,88.22,False,15083.224800000002,0.6674708484117411,Medium,5.64
Germany,2024,Asthma,Chronic,17.15,1.51,2.84,19-35,Male,286325,62.41,2.09,4.08,Therapy,21265,Yes,83.69,1404,9.22,36240,0.47,34.01,False,68383.22399999999,0.1655880123607953,Medium,3.085
Nigeria,2013,Parkinson's Disease,Cardiovascular,3.05,8.01,7.55,0-18,Other,984515,98.39,3.77,8.03,Medication,16015,Yes,52.78,2326,9.4,49537,0.6,59.76,False,53561.965,2.4745984922976074,Medium,5.8999999999999995
Russia,2004,Zika,Infectious,2.79,13.86,0.42,61+,Male,523676,92.31,2.85,3.46,Medication,32424,No,54.88,758,3.26,12184,0.78,46.74,False,888.2244,0.15048369759942673,Low,3.1550000000000002
India,2005,Zika,Neurological,14.45,11.93,7.06,19-35,Male,129205,53.78,0.94,1.89,Therapy,13490,Yes,96.13,2831,5.81,20819,0.67,72.88,False,288810.127,0.48854750536295066,High,1.415
Japan,2012,Malaria,Neurological,12.27,10.43,5.16,19-35,Male,595268,82.13,2.61,6.22,Therapy,13329,No,78.96,285,5.55,29643,0.62,48.95,False,18044.262,0.4205036264363133,High,4.415
Mexico,2020,Alzheimer's Disease,Cardiovascular,10.23,9.04,4.69,36-60,Female,353448,75.86,2.7,8.63,Medication,25780,Yes,68.39,4217,0.2,46883,0.47,39.24,False,202326.1779,0.4584107125403187,Medium,5.665000000000001
Turkey,2020,Polio,Viral,17.32,11.02,4.08,61+,Female,428467,93.23,3.12,2.18,Vaccination,24250,No,71.87,4993,9.14,10024,0.42,88.88,False,352833.3408,0.2355522198487385,Medium,2.6500000000000004
Saudi Arabia,2016,Ebola,Viral,2.64,5.23,5.29,36-60,Other,698769,80.36,2.9,4.99,Therapy,4351,Yes,74.91,654,2.61,11132,0.58,58.99,False,9133.5024,2.0030291556228703,Medium,3.9450000000000003
Turkey,2014,Dengue,Parasitic,15.84,4.0,4.97,0-18,Other,147958,55.66,0.74,6.77,Surgery,43463,Yes,55.23,4468,2.59,70713,0.55,24.11,False,351742.40640000004,0.31374281926646047,Medium,3.755
South Korea,2015,Measles,Viral,5.04,1.45,4.51,36-60,Other,453025,62.91,3.82,9.51,Therapy,47116,No,54.45,3275,6.61,20832,0.74,79.31,False,74442.06,0.8946637571910334,Medium,6.665
Russia,2011,Diabetes,Autoimmune,16.56,9.36,7.33,0-18,Female,931608,53.67,4.2,3.08,Therapy,44994,Yes,55.98,1114,6.23,32530,0.69,42.61,False,135222.6672,0.4426061228186704,High,3.64
France,2012,Ebola,Cardiovascular,18.9,13.4,3.27,0-18,Female,342710,78.58,2.08,5.56,Therapy,35992,Yes,58.72,3750,5.5,64202,0.88,43.88,False,231761.25,0.17300671922120522,Medium,3.82
South Africa,2006,Zika,Neurological,8.08,8.41,2.56,36-60,Other,314132,56.51,4.97,5.75,Vaccination,42269,No,60.4,4162,0.64,66906,0.58,49.78,False,86090.1376,0.3167924761786908,Medium,5.359999999999999
Indonesia,2009,Asthma,Respiratory,0.38,4.24,7.65,36-60,Male,581159,82.17,1.39,2.19,Medication,38984,No,84.43,2388,3.5,70366,0.64,73.32,False,6941.916,20.078740157480315,Medium,1.79
Australia,2000,Alzheimer's Disease,Bacterial,4.84,6.18,7.52,0-18,Other,11189,50.74,4.2,7.42,Vaccination,34301,Yes,92.11,860,6.66,28722,0.59,55.45,False,31301.248,1.553398058252427,Medium,5.8100000000000005
China,2013,Cholera,Bacterial,19.8,0.99,2.49,0-18,Female,953818,52.6,4.9,1.63,Therapy,28426,No,93.86,4842,1.33,19330,0.67,44.76,False,238720.28400000004,0.12575122468562194,Medium,3.265
Canada,2020,Ebola,Autoimmune,15.04,5.74,2.63,36-60,Other,982158,57.16,2.12,6.6,Medication,4694,No,80.76,1089,1.48,73957,0.54,69.04,False,43075.6128,0.17485539525297522,Medium,4.359999999999999
Australia,2002,Malaria,Autoimmune,3.29,2.1,9.62,0-18,Male,415590,94.4,2.3,5.3,Medication,46555,No,53.46,3686,1.61,35886,0.75,38.33,False,116661.16279999999,2.9231236706168335,Medium,3.8
Italy,2009,Cancer,Autoimmune,1.57,5.46,1.37,61+,Male,76371,79.91,2.48,7.85,Medication,38450,Yes,89.02,1347,8.7,47927,0.68,32.54,False,2897.2623,0.8720560152768938,Low,5.165
South Africa,2024,Rabies,Neurological,12.16,11.64,6.21,36-60,Male,11768,66.38,4.07,0.61,Therapy,35688,No,91.02,792,0.5,39739,0.61,72.14,False,59806.771199999996,0.5106487953293315,High,2.3400000000000003
USA,2007,HIV/AIDS,Neurological,7.42,8.77,0.33,61+,Female,822920,55.07,4.39,4.31,Therapy,29879,Yes,79.23,1746,8.72,19906,0.77,28.7,False,4275.2555999999995,0.044468400485109826,Low,4.35
China,2002,Asthma,Parasitic,2.95,14.29,8.42,61+,Female,848280,95.72,3.74,0.69,Medication,10784,Yes,63.68,4465,5.55,82885,0.63,48.73,False,110906.13500000001,2.8532700779396816,Medium,2.215
Turkey,2022,Asthma,Metabolic,13.9,13.1,9.05,61+,Female,814094,79.08,3.14,1.05,Therapy,8726,Yes,75.51,3327,4.06,98752,0.8,75.03,False,418519.965,0.6510322998345444,High,2.095
Japan,2001,Zika,Viral,17.4,2.02,1.79,61+,Female,712972,77.41,2.08,9.83,Medication,5140,Yes,63.06,1517,0.48,49023,0.77,53.54,False,47248.481999999996,0.10286765128440895,Low,5.955
Mexico,2016,Hypertension,Genetic,4.81,4.1,4.88,19-35,Male,943472,64.19,4.37,4.31,Surgery,520,No,83.5,680,6.39,75258,0.57,21.36,False,15961.503999999997,1.0143421326127624,Medium,4.34
China,2024,Influenza,Viral,19.69,0.15,3.45,19-35,Male,692979,86.02,2.33,6.67,Therapy,11805,No,70.1,794,7.2,11837,0.5,72.85,False,53936.81700000001,0.17520694733634654,Medium,4.5
India,2004,Cancer,Genetic,6.11,4.41,5.35,19-35,Male,884525,97.54,1.4,4.23,Surgery,21789,Yes,61.17,3498,6.43,56495,0.66,46.74,False,114344.37299999999,0.875470463099329,Medium,2.8150000000000004
Germany,2012,HIV/AIDS,Respiratory,8.47,11.06,9.44,36-60,Male,820008,56.01,2.01,6.34,Therapy,41898,Yes,63.41,769,1.78,34255,0.56,38.78,False,61486.779200000004,1.1143902726950772,Medium,4.175
South Africa,2008,Parkinson's Disease,Chronic,13.37,14.75,2.6,36-60,Male,727337,56.91,2.14,5.28,Therapy,15188,No,51.24,1628,4.51,46452,0.46,71.58,False,56592.536,0.19445067683793288,Medium,3.71
Argentina,2010,Measles,Bacterial,15.35,12.83,1.58,19-35,Other,123240,83.2,4.34,7.26,Therapy,20507,No,63.75,2640,8.92,37280,0.58,81.18,False,64027.92,0.1029248908865872,Low,5.8
France,2024,Measles,Cardiovascular,17.94,14.63,1.07,61+,Other,990533,93.78,4.2,4.14,Vaccination,32600,Yes,95.73,1414,2.21,18906,0.81,35.03,False,27142.861200000003,0.059639930884566074,Low,4.17
Japan,2015,Alzheimer's Disease,Chronic,2.31,0.48,4.42,36-60,Female,721776,93.72,2.76,9.32,Surgery,18417,Yes,94.57,1499,4.76,53479,0.65,60.11,False,15305.0898,1.9125919515361316,Medium,6.04
Canada,2019,Leprosy,Viral,2.25,1.09,3.71,19-35,Female,969254,95.06,4.25,1.16,Vaccination,33075,No,83.41,990,8.9,55500,0.76,50.5,False,8264.025,1.6481563749444692,Medium,2.705
South Africa,2004,Leprosy,Genetic,3.34,9.42,6.35,61+,Other,577777,77.0,1.03,2.11,Surgery,18705,No,78.63,1793,2.38,45605,0.76,71.12,False,38027.737,1.9006285543250525,Medium,1.5699999999999998
India,2018,Cholera,Genetic,19.07,2.13,0.25,0-18,Other,853915,96.99,4.88,7.82,Vaccination,19477,Yes,73.58,3585,4.36,94030,0.54,23.26,False,17091.4875,0.013108908814430286,Low,6.35
Japan,2008,Rabies,Neurological,17.56,11.54,3.68,36-60,Other,638195,82.67,3.59,7.6,Surgery,12270,Yes,93.09,2835,4.09,38325,0.72,43.42,False,183199.968,0.20955526450657708,Medium,5.595
South Africa,2007,Tuberculosis,Chronic,12.07,13.7,8.22,0-18,Female,127365,83.41,2.13,4.69,Therapy,14825,Yes,95.05,1395,1.79,68924,0.88,45.11,False,138405.48300000004,0.6809709220445697,High,3.41
Australia,2012,HIV/AIDS,Cardiovascular,4.63,6.59,2.79,0-18,Other,807470,82.3,3.98,5.05,Therapy,18993,Yes,76.26,4895,1.16,972,0.62,28.42,False,63232.1415,0.6024616713452817,Medium,4.515
Italy,2003,Diabetes,Autoimmune,9.31,11.86,6.46,36-60,Female,463927,54.32,4.47,1.3,Surgery,37193,Yes,67.67,3530,2.76,24655,0.75,87.24,False,212303.378,0.6938030286757598,Medium,2.885
France,2014,Diabetes,Infectious,14.56,6.67,4.88,0-18,Male,984423,87.22,0.59,6.76,Therapy,38809,Yes,73.91,4651,1.49,5518,0.75,52.61,False,330466.5728,0.33514181718288577,Medium,3.675
Canada,2008,Influenza,Respiratory,10.68,14.68,6.89,19-35,Female,664426,89.72,2.33,2.99,Surgery,978,No,87.97,2722,8.35,28937,0.79,36.5,False,200298.9144,0.6450706862653309,High,2.66
Russia,2024,Alzheimer's Disease,Cardiovascular,11.39,13.13,7.55,61+,Male,360102,61.42,4.71,7.33,Medication,12462,No,68.45,3078,3.02,98193,0.46,47.38,False,264691.071,0.6628039680449478,High,6.02
Germany,2006,Dengue,Autoimmune,4.44,2.88,4.87,61+,Female,706578,52.63,3.95,5.95,Medication,8425,No,97.25,2819,1.54,6242,0.74,45.76,False,60954.673200000005,1.0965998648952937,Medium,4.95
France,2011,Parkinson's Disease,Neurological,14.22,8.32,1.6,36-60,Other,633618,86.17,4.39,4.42,Therapy,31402,Yes,82.73,1336,4.19,26250,0.4,42.19,False,30396.672000000002,0.11250966879966248,Low,4.404999999999999
France,2024,Zika,Metabolic,12.41,0.63,5.2,0-18,Other,637950,66.7,4.03,9.9,Therapy,44085,Yes,72.61,1657,8.52,44534,0.63,40.36,False,106929.52399999999,0.4189831600999114,High,6.965
Italy,2005,Zika,Genetic,13.81,10.85,7.96,19-35,Other,694720,50.44,4.35,5.43,Surgery,17598,No,83.75,4545,6.58,56177,0.5,49.54,False,499620.942,0.5763521830425024,High,4.89
USA,2019,Cholera,Parasitic,11.01,4.0,3.65,19-35,Other,900178,60.74,4.68,9.22,Surgery,23353,No,64.58,3539,4.28,81094,0.77,42.58,False,142220.02349999998,0.3314866951230588,Medium,6.95
France,2017,Influenza,Cardiovascular,18.92,4.16,0.28,61+,Other,658148,86.56,3.32,6.03,Vaccination,37880,No,82.99,722,3.5,36947,0.61,76.07,False,3824.8672000000006,0.014798372179060302,Low,4.675
South Korea,2001,Zika,Metabolic,14.26,10.33,9.01,0-18,Male,794618,88.87,0.8,5.03,Therapy,24468,Yes,74.02,4150,7.17,78010,0.68,21.33,False,533202.7899999999,0.6317930018932754,High,2.915
Italy,2023,Asthma,Infectious,0.51,14.19,6.37,36-60,Female,922604,62.0,4.7,7.63,Therapy,237,No,68.5,3303,4.39,79347,0.65,43.43,False,10730.4561,12.465753424657533,Medium,6.165
China,2021,Hypertension,Autoimmune,9.17,14.63,3.68,0-18,Male,556426,64.89,4.64,3.91,Therapy,4167,Yes,81.15,1148,0.04,26794,0.76,79.69,False,38739.948800000006,0.4012648566132374,Medium,4.275
Brazil,2008,Parkinson's Disease,Infectious,14.62,12.98,5.16,36-60,Other,309999,52.47,2.05,6.17,Medication,4658,Yes,96.64,3058,9.2,83658,0.4,43.2,False,230693.0736,0.35291703713836264,High,4.109999999999999
South Korea,2021,COVID-19,Chronic,7.52,10.34,7.78,19-35,Other,998817,61.37,1.46,3.26,Therapy,13745,No,68.09,4467,7.37,37412,0.5,60.77,False,261344.5152,1.0344369099853743,Medium,2.36
Canada,2024,Leprosy,Infectious,16.25,13.85,8.79,61+,Other,60682,98.89,2.4,6.29,Medication,39700,Yes,65.01,1800,0.36,28053,0.51,53.99,False,257107.49999999997,0.5408897913974524,High,4.345
Canada,2021,Cholera,Infectious,10.44,0.11,8.66,19-35,Female,237619,73.51,1.45,4.08,Medication,49432,No,89.58,2883,8.95,73010,0.88,31.07,False,260653.1832,0.8294224691121541,High,2.765
Australia,2011,Ebola,Viral,8.59,2.32,6.34,0-18,Female,51104,69.38,3.11,5.67,Vaccination,43936,Yes,95.02,4857,2.65,8221,0.61,55.8,False,264515.1342,0.7379816086602259,Medium,4.39
Turkey,2003,Zika,Metabolic,17.4,12.9,2.33,19-35,Other,635017,62.61,4.51,1.36,Vaccination,37285,Yes,57.02,4420,8.72,56781,0.73,80.7,False,179195.63999999998,0.13390035055456584,Medium,2.935
USA,2017,Leprosy,Chronic,14.65,4.85,5.22,61+,Female,258792,89.39,4.06,8.24,Surgery,21166,Yes,60.64,2064,3.36,86782,0.69,46.22,False,157840.272,0.35628967305985937,High,6.15
Australia,2005,Tuberculosis,Respiratory,9.12,5.93,1.52,19-35,Male,1669,86.16,4.68,7.18,Vaccination,24268,No,90.73,2855,0.18,81574,0.65,80.18,False,39577.151999999995,0.1666483938164675,Low,5.93
Indonesia,2019,Hepatitis,Autoimmune,15.07,14.03,7.68,19-35,Other,441680,55.7,2.04,8.6,Therapy,45202,Yes,80.0,2557,3.47,60290,0.71,85.15,False,295941.0432,0.5095879503682569,High,5.32
Canada,2003,Influenza,Respiratory,6.86,5.69,8.18,0-18,Other,625047,58.59,2.54,6.55,Medication,21077,No,54.25,1314,0.35,7117,0.88,64.78,False,73734.8472,1.1922460282757614,Medium,4.545
Nigeria,2015,HIV/AIDS,Bacterial,7.81,1.95,1.14,61+,Other,893377,63.77,2.01,5.05,Medication,45174,Yes,88.79,4466,2.19,57779,0.72,42.88,False,39762.5844,0.14594802202022789,Low,3.53
South Korea,2022,Dengue,Autoimmune,2.18,1.36,3.31,61+,Female,698868,82.87,0.81,5.46,Vaccination,46818,Yes,55.55,2545,1.12,58647,0.81,25.96,False,18364.211000000003,1.5176524530032096,Medium,3.135
Russia,2000,Cholera,Infectious,9.35,1.33,9.72,0-18,Female,713714,60.1,4.12,4.26,Medication,34834,Yes,67.77,594,3.97,81383,0.53,82.28,False,53983.908,1.0394610202117422,Medium,4.1899999999999995
Japan,2001,Dengue,Respiratory,11.88,6.32,8.38,19-35,Male,974437,50.4,4.46,1.44,Medication,33171,No,85.43,358,9.97,88064,0.5,59.35,False,35640.47520000001,0.7053278343573773,High,2.95
Nigeria,2000,Measles,Autoimmune,9.95,7.59,8.26,36-60,Female,581705,53.62,3.09,9.22,Vaccination,12081,No,72.12,1325,4.12,56391,0.68,78.84,False,108897.775,0.8300673299165914,Medium,6.155
France,2022,Malaria,Infectious,3.28,14.91,7.99,61+,Female,155324,95.85,2.62,4.91,Therapy,39810,No,79.78,4477,9.36,57515,0.64,39.03,False,117329.6344,2.435233160621762,Medium,3.765
Brazil,2010,Leprosy,Cardiovascular,16.19,13.73,2.45,19-35,Female,483265,90.06,3.75,1.68,Therapy,9382,No,86.32,4748,0.78,77149,0.42,74.34,False,188331.79400000005,0.15131863380890617,Medium,2.715
Italy,2009,Measles,Parasitic,5.79,9.94,4.6,0-18,Other,967556,80.83,1.1,4.3,Medication,21460,Yes,55.87,3615,9.51,4558,0.7,59.06,False,96281.90999999999,0.7943360386807113,Medium,2.7
Japan,2013,Malaria,Neurological,4.15,14.17,6.56,61+,Female,245421,70.94,4.92,1.41,Surgery,47832,No,51.51,2805,4.26,13461,0.84,33.81,False,76363.32,1.580342086244278,Medium,3.165
UK,2010,Parkinson's Disease,Cardiovascular,5.48,5.68,3.74,36-60,Other,376750,61.12,1.83,7.01,Therapy,8853,No,72.31,1213,5.85,43603,0.84,52.13,False,24860.677600000006,0.6823572340813719,Medium,4.42
USA,2022,Tuberculosis,Infectious,3.75,10.21,8.94,36-60,Female,570307,62.3,4.48,2.87,Surgery,7215,No,80.88,4251,3.71,46376,0.77,63.79,False,142514.775,2.3833644361503596,Medium,3.6750000000000003
Japan,2001,Ebola,Parasitic,18.3,1.62,4.65,0-18,Female,439035,57.63,4.75,1.25,Vaccination,28325,Yes,92.4,3123,8.09,17718,0.68,66.62,False,265751.68500000006,0.25408447625812797,Medium,3.0
South Korea,2003,Influenza,Genetic,10.41,3.08,1.3,0-18,Female,599139,85.14,1.31,9.39,Vaccination,41372,No,66.04,2165,7.64,97884,0.72,88.25,False,29298.945000000003,0.1248679281529152,Low,5.3500000000000005
Saudi Arabia,2021,Tuberculosis,Autoimmune,14.83,14.18,9.92,36-60,Other,673580,64.2,4.34,4.74,Vaccination,16535,Yes,57.63,48,7.17,27775,0.56,73.37,False,7061.452799999999,0.6688692603330861,High,4.54
UK,2007,Asthma,Infectious,7.26,9.55,3.18,0-18,Male,364867,92.59,2.55,8.51,Vaccination,1602,No,84.48,2612,8.71,56395,0.5,60.01,False,60302.7216,0.43795620437956206,Medium,5.529999999999999
Italy,2010,Ebola,Viral,6.19,12.74,4.76,19-35,Male,984949,70.05,4.48,9.84,Therapy,18564,No,57.67,580,9.92,41873,0.68,35.26,False,17089.352,0.7688580197060247,Medium,7.16
South Korea,2020,Rabies,Cardiovascular,14.9,1.18,1.51,36-60,Male,565052,94.65,4.67,4.96,Therapy,41071,No,60.08,1383,2.12,32578,0.82,82.16,False,31116.117000000002,0.10133548084021207,Low,4.8149999999999995
Nigeria,2020,Asthma,Autoimmune,0.5,3.26,6.16,61+,Female,622009,95.03,0.97,6.71,Therapy,49694,Yes,78.45,783,1.91,85386,0.65,47.92,False,2411.64,12.295409181636726,Medium,3.84
Canada,2023,Parkinson's Disease,Genetic,10.23,14.77,9.39,61+,Other,985503,80.47,1.09,7.96,Vaccination,6039,No,61.34,855,7.44,21530,0.73,35.28,False,82131.0435,0.917798846642557,High,4.525
Australia,2011,Dengue,Parasitic,6.46,11.23,0.87,61+,Other,174181,77.66,3.24,7.17,Vaccination,17268,Yes,73.07,2291,7.77,81554,0.52,64.41,False,12875.8782,0.13465407831605014,Low,5.205
Nigeria,2023,Rabies,Genetic,19.97,10.55,9.16,36-60,Male,505927,62.8,3.98,3.73,Vaccination,9850,Yes,70.31,671,9.51,61301,0.46,89.73,False,122742.80919999999,0.4586650643432978,High,3.855
UK,2011,Cancer,Autoimmune,7.67,13.53,5.49,61+,Male,905284,77.25,4.57,4.04,Medication,18370,No,77.55,3453,9.67,80558,0.81,36.72,False,145399.9599,0.7156824403597967,Medium,4.305
Nigeria,2006,Ebola,Infectious,17.05,14.21,2.1,61+,Female,660846,85.35,2.38,8.7,Medication,4965,No,65.91,1722,1.19,55259,0.42,63.02,False,61656.21,0.12315993196879947,Medium,5.539999999999999
Canada,2008,Hepatitis,Bacterial,8.41,13.24,7.97,0-18,Other,283922,50.19,3.01,4.29,Surgery,16192,Yes,81.51,3790,6.18,41212,0.82,77.16,False,254034.98299999998,0.94756866008798,Medium,3.65
Mexico,2013,Hypertension,Metabolic,1.24,0.13,2.88,19-35,Female,710348,88.65,4.03,8.22,Therapy,6976,No,96.94,1182,2.96,45637,0.67,68.05,False,4221.158399999999,2.320709105560032,Medium,6.125
Argentina,2010,Hypertension,Autoimmune,11.49,12.33,4.49,36-60,Male,984743,69.31,4.9,1.1,Therapy,16105,No,77.89,3705,0.41,34905,0.7,79.81,False,191141.32050000003,0.3907405795840223,Medium,3.0
Saudi Arabia,2024,COVID-19,Chronic,3.67,8.36,4.48,0-18,Other,459585,64.58,4.21,7.07,Surgery,9347,No,86.94,269,0.23,48904,0.75,57.42,False,4422.7904,1.2203759193680197,Medium,5.640000000000001
Brazil,2012,Influenza,Neurological,15.23,4.78,8.9,0-18,Male,365184,61.39,4.63,8.27,Surgery,29419,No,55.48,158,9.31,40752,0.9,21.05,False,21416.426,0.58433458078918,High,6.449999999999999
India,2006,Dengue,Neurological,2.71,10.61,2.35,61+,Other,514182,87.41,4.48,7.83,Surgery,2390,Yes,69.99,1003,8.94,94295,0.88,79.13,False,6387.6055,0.8668388048690521,Medium,6.155
France,2014,Influenza,Cardiovascular,6.49,6.79,3.76,61+,Male,726077,82.42,1.58,4.69,Medication,27080,Yes,67.8,830,0.15,19168,0.86,65.32,False,20253.992,0.5792635957479586,Medium,3.1350000000000002
South Korea,2001,Polio,Respiratory,0.28,13.79,4.37,19-35,Other,712505,64.79,4.93,6.16,Medication,48441,Yes,56.92,157,5.15,21486,0.5,63.44,False,192.10520000000002,15.551601423487543,Medium,5.545
Nigeria,2004,Hypertension,Metabolic,0.42,4.06,0.94,61+,Male,173037,65.09,3.2,8.43,Therapy,45559,No,98.11,2270,4.44,81117,0.43,20.71,False,896.1959999999999,2.2327790973871733,Low,5.8149999999999995
Saudi Arabia,2001,Dengue,Respiratory,5.49,13.07,9.35,0-18,Female,934614,70.68,4.13,3.4,Surgery,4420,No,77.87,272,7.27,9189,0.47,83.86,False,13962.168,1.702786377708978,Medium,3.7649999999999997
Nigeria,2006,Asthma,Neurological,14.22,3.39,6.83,19-35,Other,300516,61.51,1.77,1.37,Medication,12407,Yes,96.21,521,8.15,79509,0.63,21.41,False,50600.8746,0.48027564868855915,High,1.57
China,2003,HIV/AIDS,Neurological,1.25,0.58,8.42,61+,Female,104581,87.8,4.07,1.81,Medication,15241,Yes,71.4,585,7.48,95822,0.61,49.67,False,6157.125,6.730615507593925,Medium,2.9400000000000004
Italy,2002,Influenza,Chronic,15.17,5.32,9.03,36-60,Female,156506,84.18,3.16,3.21,Medication,49689,No,89.72,2371,2.15,13909,0.43,85.99,False,324791.67209999997,0.5952145540834487,High,3.185
Mexico,2015,HIV/AIDS,Metabolic,3.0,9.15,7.28,36-60,Male,802604,69.73,1.37,8.31,Surgery,30050,Yes,85.98,4131,4.28,16645,0.84,21.2,False,90221.04,2.425858047317561,Medium,4.84
Russia,2006,Ebola,Bacterial,14.42,9.86,2.71,0-18,Other,553678,64.27,4.86,7.38,Vaccination,45956,Yes,92.43,4713,6.82,81075,0.61,36.62,False,184175.5566,0.18792039387005063,Medium,6.12
Argentina,2006,COVID-19,Viral,12.14,9.66,6.0,0-18,Male,831539,88.12,0.53,6.17,Medication,47595,No,66.76,809,5.93,30635,0.45,33.79,False,58927.560000000005,0.49419322955275513,High,3.35
UK,2019,Asthma,Genetic,13.59,8.56,1.89,36-60,Male,701627,77.35,2.81,6.76,Medication,27655,No,74.08,3972,0.62,95747,0.61,74.51,False,102021.2172,0.13906261496578617,Low,4.785
Japan,2010,Hepatitis,Genetic,14.78,9.1,0.32,0-18,Male,467270,61.65,4.85,7.86,Vaccination,31161,No,68.57,4056,7.95,33901,0.49,48.55,False,19183.257599999997,0.02164941478925648,Low,6.355
